age,taille,Habitat,sexe,stade_evolution
27,32,Montagne,femelle,3
18,28,Desert,femelle,2
13,22,Desert,femelle,1
8,14,Desert,male,1
3,3,Desert,femelle,1
28,40,Foret,femelle,3
22,25,Foret,femelle,2
9,12,Marecage,femelle,2
17,18,Foret,femelle,2
5,6,Marecage,male,1
14,25,Grotte,femelle,2
13,21,Grotte,male,1
4,7,Desert,femelle,1
1,1,Grotte,femelle,1
2,3,Plaine,male,1
24,44,Montagne,male,2
20,32,Grotte,male,2
6,7,Grotte,male,1
4,4,Foret,male,1
18,28,Foret,femelle,2
3,5,Marecage,male,1
30,57,Marecage,male,2
7,7,Marecage,femelle,1
21,37,Plaine,femelle,3
11,14,Plaine,male,2
24,26,Plaine,male,2
23,40,Marecage,femelle,2
2,3,Foret,femelle,1
3,3,Desert,femelle,1
29,37,Montagne,male,2
27,35,Grotte,male,2
5,7,Marecage,male,1
11,18,Plaine,femelle,2
4,7,Plaine,femelle,2
7,10,Montagne,male,1
5,7,Montagne,male,1
19,28,Marecage,femelle,2
3,5,Montagne,femelle,1
9,15,Marecage,femelle,2
7,8,Desert,male,1
10,16,Desert,femelle,1
24,24,Marecage,male,2
4,4,Montagne,male,1
26,49,Foret,male,3
30,45,Montagne,male,2
4,7,Plaine,femelle,2
2,3,Marecage,femelle,1
5,8,Montagne,male,1
22,25,Foret,male,2
25,26,Plaine,male,2
13,25,Plaine,femelle,2
5,6,Montagne,femelle,1
1,1,Marecage,male,1
14,22,Foret,femelle,2
5,9,Montagne,male,1
19,25,Grotte,femelle,2
10,15,Marecage,femelle,2
13,15,Montagne,femelle,2
6,11,Marecage,male,1
25,48,Montagne,femelle,3
23,26,Marecage,male,2
10,12,Grotte,femelle,1
18,20,Foret,male,2
24,31,Plaine,femelle,3
3,5,Plaine,femelle,2
12,16,Marecage,femelle,2
7,7,Grotte,femelle,1
26,46,Foret,femelle,3
27,52,Grotte,male,2
25,30,Marecage,male,2
7,11,Foret,femelle,2
8,9,Montagne,femelle,2
7,10,Montagne,male,1
13,19,Montagne,femelle,2
6,9,Foret,male,1
6,6,Montagne,male,1
13,17,Montagne,femelle,2
25,31,Plaine,male,2
6,7,Montagne,male,1
23,40,Montagne,femelle,3
11,16,Desert,femelle,1
21,40,Montagne,femelle,3
17,32,Plaine,male,2
1,1,Plaine,femelle,2
30,59,Marecage,male,2
23,36,Plaine,male,2
16,27,Foret,femelle,2
18,30,Montagne,femelle,2
19,31,Foret,femelle,2
11,16,Plaine,male,2
27,46,Montagne,femelle,3
13,23,Desert,femelle,1
27,31,Marecage,male,2
6,9,Marecage,femelle,1
26,50,Plaine,male,3
27,40,Marecage,male,2
13,19,Marecage,femelle,2
8,12,Grotte,male,1
12,19,Plaine,male,2
23,23,Foret,femelle,2
13,19,Plaine,femelle,2
12,20,Montagne,male,1
9,11,Marecage,male,1
15,24,Montagne,femelle,2
13,19,Marecage,male,1
5,7,Foret,male,1
19,26,Grotte,male,1
18,20,Montagne,femelle,2
17,28,Marecage,male,2
22,25,Montagne,femelle,2
12,20,Foret,femelle,2
25,43,Montagne,male,2
10,10,Plaine,femelle,2
7,10,Grotte,male,1
15,25,Marecage,male,1
18,34,Plaine,femelle,3
3,5,Marecage,male,1
28,44,Marecage,male,2
13,24,Plaine,male,2
21,41,Grotte,male,2
4,5,Montagne,femelle,1
27,44,Grotte,femelle,2
8,11,Plaine,male,1
22,37,Desert,femelle,2
10,14,Foret,male,1
3,3,Grotte,male,0
27,27,Plaine,femelle,3
9,17,Grotte,femelle,1
13,17,Foret,femelle,2
27,40,Grotte,femelle,2
22,27,Marecage,male,2
2,2,Desert,male,0
18,23,Grotte,male,1
16,25,Grotte,femelle,2
1,1,Grotte,male,0
19,20,Grotte,male,1
15,16,Marecage,femelle,2
18,24,Desert,femelle,2
20,36,Desert,femelle,2
12,20,Foret,femelle,2
7,11,Montagne,male,1
3,4,Montagne,femelle,1
19,26,Desert,femelle,2
25,29,Marecage,femelle,2
13,19,Grotte,femelle,2
30,55,Foret,femelle,3
26,47,Desert,male,2
28,32,Montagne,femelle,3
20,32,Foret,male,2
30,59,Marecage,male,2
22,35,Grotte,male,2
3,5,Grotte,male,1
24,46,Desert,male,2
3,5,Foret,male,1
5,9,Foret,femelle,2
12,23,Plaine,femelle,2
27,50,Desert,male,2
23,42,Marecage,male,2
12,23,Grotte,male,1
14,26,Grotte,femelle,2
12,17,Desert,male,1
6,11,Montagne,femelle,2
9,14,Foret,femelle,2
16,17,Plaine,male,2
24,33,Desert,femelle,2
24,29,Plaine,femelle,3
28,41,Desert,femelle,2
16,24,Desert,male,1
23,29,Desert,male,1
30,56,Montagne,male,3
29,36,Marecage,femelle,3
3,5,Desert,male,0
11,18,Plaine,femelle,2
14,22,Marecage,femelle,2
7,7,Plaine,femelle,2
18,26,Plaine,male,2
28,49,Marecage,femelle,3
1,1,Grotte,femelle,1
24,32,Plaine,male,2
18,28,Montagne,femelle,2
18,24,Plaine,male,2
24,36,Marecage,male,2
12,19,Marecage,male,1
15,18,Plaine,femelle,2
29,56,Montagne,male,3
5,6,Desert,male,0
2,2,Grotte,male,0
30,44,Montagne,male,2
17,29,Montagne,femelle,2
13,20,Grotte,femelle,2
27,32,Plaine,male,2
27,44,Marecage,male,2
14,15,Plaine,male,2
8,14,Foret,femelle,2
29,44,Foret,male,3
16,27,Desert,male,1
10,18,Foret,femelle,2
26,39,Plaine,femelle,3
5,8,Marecage,male,1
29,34,Foret,femelle,3
4,5,Plaine,femelle,2
16,16,Plaine,femelle,2
10,14,Grotte,male,1
9,12,Foret,male,1
27,39,Desert,femelle,2
25,48,Grotte,femelle,2
20,23,Plaine,male,2
2,3,Marecage,male,1
2,3,Grotte,femelle,1
27,46,Marecage,male,2
11,21,Desert,femelle,1
8,10,Plaine,male,1
13,14,Grotte,femelle,2
1,1,Montagne,femelle,1
13,17,Montagne,femelle,2
26,43,Desert,femelle,2
23,31,Grotte,femelle,2
25,46,Montagne,male,2
13,13,Grotte,male,1
18,35,Marecage,male,2
28,37,Foret,male,2
15,19,Foret,femelle,2
19,30,Plaine,femelle,3
17,23,Desert,femelle,2
14,18,Montagne,femelle,2
25,35,Marecage,femelle,2
12,17,Foret,femelle,2
12,18,Marecage,femelle,2
22,31,Marecage,male,2
13,19,Desert,femelle,1
12,22,Montagne,femelle,2
1,1,Plaine,male,1
30,39,Foret,femelle,3
22,36,Marecage,femelle,2
22,31,Foret,male,2
23,37,Montagne,male,2
27,29,Desert,male,2
23,32,Plaine,femelle,3
8,8,Marecage,male,1
30,59,Plaine,femelle,3
29,39,Desert,male,2
26,36,Plaine,femelle,3
7,9,Plaine,male,1
5,7,Foret,male,1
13,16,Grotte,femelle,2
17,32,Marecage,male,2
4,4,Foret,male,1
17,33,Montagne,femelle,2
22,24,Marecage,male,2
28,41,Foret,male,2
1,1,Desert,male,0
10,11,Marecage,male,1
21,24,Foret,femelle,2
21,26,Montagne,male,2
3,5,Desert,femelle,1
2,2,Desert,male,0
18,25,Foret,femelle,2
10,11,Desert,male,1
1,1,Montagne,male,1
15,25,Montagne,femelle,2
1,1,Foret,femelle,1
3,3,Plaine,femelle,2
29,49,Montagne,femelle,3
29,47,Plaine,femelle,3
6,11,Desert,male,1
12,19,Montagne,femelle,2
13,14,Plaine,femelle,2
6,9,Marecage,male,1
11,12,Grotte,femelle,1
22,39,Grotte,male,2
12,20,Desert,femelle,1
12,13,Plaine,femelle,2
6,9,Marecage,femelle,1
6,9,Grotte,femelle,1
29,36,Desert,male,2
16,28,Foret,femelle,2
21,28,Grotte,male,1
9,17,Montagne,femelle,2
11,17,Grotte,male,1
15,26,Plaine,male,2
14,27,Plaine,femelle,2
29,38,Desert,male,2
15,21,Grotte,male,1
14,24,Desert,femelle,2
7,8,Montagne,femelle,2
13,22,Desert,femelle,1
15,16,Marecage,femelle,2
30,54,Grotte,male,2
14,26,Desert,male,1
19,37,Grotte,male,2
29,43,Foret,male,3
1,1,Grotte,femelle,1
14,18,Plaine,femelle,2
5,6,Marecage,femelle,1
6,10,Grotte,male,1
4,6,Plaine,male,1
15,18,Montagne,femelle,2
23,28,Plaine,femelle,3
16,16,Foret,male,2
18,33,Desert,male,1
19,34,Montagne,male,2
29,39,Grotte,male,2
12,16,Plaine,femelle,2
24,38,Foret,femelle,3
5,9,Plaine,male,1
9,10,Foret,femelle,2
29,32,Montagne,male,2
26,49,Desert,femelle,2
17,28,Marecage,male,2
11,17,Plaine,femelle,2
28,29,Marecage,male,2
28,36,Foret,femelle,3
5,8,Marecage,femelle,1
13,20,Plaine,femelle,2
25,30,Grotte,femelle,2
22,43,Grotte,male,2
23,43,Plaine,femelle,3
30,39,Grotte,femelle,2
29,33,Foret,femelle,3
29,57,Grotte,male,2
25,37,Desert,male,2
4,5,Montagne,femelle,1
19,27,Marecage,femelle,2
3,5,Desert,femelle,1
6,9,Foret,male,1
2,3,Grotte,femelle,1
11,12,Foret,femelle,2
15,18,Plaine,femelle,2
13,21,Desert,male,1
27,36,Montagne,male,2
24,38,Foret,femelle,3
30,58,Foret,male,3
30,41,Desert,male,2
14,14,Desert,femelle,1
20,38,Montagne,femelle,2
1,1,Desert,male,0
8,12,Plaine,male,1
28,52,Desert,male,2
7,8,Foret,male,1
11,19,Marecage,femelle,2
29,46,Plaine,male,3
19,35,Marecage,male,2
30,45,Foret,femelle,3
16,16,Desert,male,1
21,29,Montagne,male,2
1,1,Grotte,male,0
21,33,Montagne,femelle,2
12,14,Plaine,femelle,2
26,39,Desert,femelle,2
26,51,Marecage,male,2
5,7,Montagne,male,1
30,50,Plaine,femelle,3
8,12,Foret,male,1
16,21,Grotte,femelle,2
22,33,Marecage,femelle,2
8,12,Marecage,femelle,1
24,26,Plaine,male,2
27,27,Desert,femelle,2
4,4,Montagne,male,1
16,27,Montagne,male,2
24,34,Marecage,male,2
13,21,Grotte,male,1
10,10,Desert,femelle,1
30,40,Desert,femelle,2
18,25,Desert,male,1
11,16,Marecage,male,1
2,3,Marecage,femelle,1
10,10,Montagne,male,1
8,11,Desert,male,1
8,13,Marecage,male,1
20,33,Plaine,femelle,3
25,49,Montagne,femelle,3
25,34,Foret,male,2
30,44,Foret,femelle,3
11,15,Foret,male,1
19,37,Desert,femelle,2
26,38,Foret,femelle,3
13,22,Desert,male,1
11,17,Marecage,male,1
29,39,Plaine,male,3
4,6,Marecage,femelle,1
18,33,Marecage,male,2
17,28,Desert,male,1
6,6,Foret,femelle,2
21,33,Desert,femelle,2
6,6,Plaine,male,1
10,16,Grotte,male,1
24,36,Desert,male,2
22,43,Grotte,femelle,2
21,28,Montagne,femelle,2
1,1,Foret,femelle,1
4,5,Grotte,male,1
14,25,Plaine,male,2
24,24,Montagne,male,2
26,33,Montagne,male,2
21,26,Foret,male,2
5,6,Montagne,femelle,1
29,51,Marecage,femelle,3
1,1,Montagne,male,1
1,1,Desert,femelle,1
9,16,Montagne,male,1
26,39,Grotte,femelle,2
18,22,Desert,male,1
23,24,Montagne,male,2
28,38,Grotte,male,2
12,17,Plaine,male,2
22,38,Montagne,male,2
9,15,Grotte,femelle,1
16,28,Marecage,male,2
27,53,Grotte,male,2
17,24,Plaine,femelle,2
6,9,Desert,femelle,1
13,16,Plaine,femelle,2
26,26,Desert,male,1
16,21,Plaine,male,2
23,31,Desert,femelle,2
24,33,Montagne,male,2
20,36,Desert,male,1
14,23,Marecage,femelle,2
3,3,Desert,femelle,1
16,23,Foret,femelle,2
23,44,Grotte,male,2
10,15,Plaine,femelle,2
28,51,Grotte,male,2
20,30,Foret,femelle,3
7,12,Desert,femelle,1
16,27,Marecage,male,1
11,12,Grotte,male,1
24,41,Foret,femelle,3
19,27,Grotte,male,1
26,27,Desert,male,1
24,26,Grotte,femelle,2
5,5,Desert,femelle,1
10,14,Foret,femelle,2
26,32,Marecage,femelle,2
14,14,Plaine,male,2
13,17,Grotte,male,1
11,19,Desert,male,1
21,28,Desert,male,1
25,47,Montagne,male,2
14,15,Montagne,male,1
7,12,Grotte,male,1
24,39,Foret,male,2
22,31,Marecage,femelle,2
20,36,Plaine,femelle,3
17,17,Plaine,male,2
13,21,Marecage,male,1
28,29,Foret,femelle,3
30,36,Desert,male,2
7,13,Marecage,male,1
6,7,Marecage,male,1
17,26,Desert,femelle,2
5,5,Desert,femelle,1
30,55,Grotte,femelle,3
5,7,Marecage,male,1
10,10,Marecage,male,1
15,17,Foret,male,2
8,8,Montagne,male,1
13,15,Marecage,male,1
6,7,Plaine,male,1
4,4,Plaine,femelle,2
4,4,Grotte,male,1
20,22,Marecage,femelle,2
15,23,Grotte,femelle,2
12,16,Desert,femelle,1
2,2,Montagne,male,1
28,33,Marecage,male,2
9,16,Marecage,male,1
21,29,Desert,male,1
29,55,Desert,femelle,3
29,32,Montagne,male,2
29,38,Plaine,femelle,3
7,7,Montagne,femelle,2
26,49,Marecage,femelle,3
10,14,Grotte,femelle,1
2,2,Foret,male,1
7,10,Grotte,male,1
13,13,Grotte,male,1
3,5,Marecage,male,1
26,50,Montagne,femelle,3
28,44,Montagne,male,2
25,42,Grotte,femelle,2
2,3,Foret,femelle,1
3,3,Montagne,femelle,1
29,35,Grotte,male,2
21,37,Montagne,femelle,2
22,32,Marecage,femelle,2
18,18,Plaine,femelle,2
14,15,Foret,male,2
3,3,Grotte,femelle,1
30,59,Foret,male,3
10,16,Desert,male,1
1,1,Marecage,male,1
14,14,Foret,male,2
12,17,Grotte,male,1
8,11,Foret,male,1
4,6,Foret,male,1
3,5,Montagne,male,1
8,8,Grotte,male,1
26,44,Desert,male,2
9,16,Marecage,male,1
28,55,Montagne,male,3
4,6,Marecage,male,1
3,5,Marecage,male,1
4,4,Desert,femelle,1
21,34,Grotte,femelle,2
19,35,Grotte,femelle,2
23,28,Desert,male,1
28,35,Foret,male,2
24,32,Desert,femelle,2
25,45,Grotte,male,2
23,32,Desert,male,1
3,4,Marecage,male,1
18,25,Desert,femelle,2
3,5,Montagne,femelle,1
30,53,Foret,male,3
10,11,Grotte,femelle,1
2,3,Grotte,femelle,1
1,1,Foret,male,1
21,28,Plaine,femelle,3
25,43,Foret,femelle,3
4,4,Foret,femelle,2
1,1,Marecage,femelle,1
21,32,Desert,male,1
17,25,Foret,femelle,2
3,4,Plaine,male,1
9,10,Montagne,male,1
29,35,Marecage,femelle,3
11,15,Plaine,male,2
21,27,Marecage,femelle,2
4,5,Foret,male,1
11,12,Plaine,male,2
29,54,Desert,femelle,3
19,33,Marecage,male,2
13,21,Marecage,male,1
23,27,Marecage,male,2
23,45,Montagne,femelle,3
15,21,Grotte,femelle,2
5,5,Plaine,femelle,2
26,32,Plaine,male,2
19,32,Desert,femelle,2
9,14,Plaine,male,2
10,10,Plaine,femelle,2
4,4,Montagne,male,1
18,19,Montagne,male,2
4,5,Marecage,male,1
22,22,Desert,femelle,2
7,8,Marecage,femelle,1
23,30,Montagne,male,2
28,40,Marecage,male,2
26,37,Marecage,femelle,2
5,8,Plaine,femelle,2
17,22,Plaine,male,2
21,22,Grotte,femelle,2
26,29,Foret,male,2
22,39,Grotte,femelle,2
5,5,Grotte,male,1
15,22,Desert,femelle,2
6,9,Marecage,male,1
4,5,Montagne,femelle,1
16,17,Marecage,femelle,2
26,28,Plaine,male,2
19,34,Plaine,male,2
18,32,Montagne,femelle,2
5,9,Desert,male,0
12,21,Montagne,male,1
20,32,Grotte,male,2
28,55,Desert,femelle,3
14,17,Montagne,femelle,2
24,35,Montagne,femelle,3
15,21,Plaine,femelle,2
5,6,Desert,femelle,1
13,24,Plaine,femelle,2
2,3,Montagne,male,1
24,46,Grotte,femelle,2
7,12,Montagne,femelle,2
23,40,Montagne,femelle,3
14,15,Desert,male,1
25,29,Grotte,male,2
30,31,Foret,femelle,3
27,28,Montagne,femelle,3
21,29,Desert,male,1
7,11,Marecage,femelle,1
29,33,Grotte,femelle,2
30,31,Plaine,male,3
1,1,Montagne,male,1
9,9,Montagne,male,1
24,40,Plaine,male,2
10,11,Desert,male,1
11,20,Marecage,male,1
19,36,Foret,femelle,3
23,40,Montagne,femelle,3
3,5,Desert,male,0
22,32,Plaine,femelle,3
25,44,Montagne,male,2
5,7,Grotte,male,1
26,37,Grotte,male,2
22,28,Foret,male,2
16,20,Montagne,male,2
11,21,Desert,femelle,1
25,47,Grotte,femelle,2
1,1,Desert,male,0
26,27,Desert,femelle,2
6,10,Plaine,male,1
4,4,Grotte,male,1
12,16,Foret,male,2
28,36,Desert,male,2
6,8,Desert,male,1
27,35,Grotte,femelle,2
21,24,Foret,femelle,2
29,49,Desert,male,2
19,36,Grotte,male,2
14,18,Montagne,male,1
25,35,Marecage,femelle,2
17,30,Plaine,femelle,3
8,13,Foret,male,1
26,51,Desert,femelle,2
26,48,Marecage,male,2
12,19,Desert,femelle,1
29,40,Plaine,male,3
3,4,Plaine,femelle,2
27,40,Desert,male,2
16,24,Montagne,male,2
1,1,Plaine,femelle,2
7,7,Montagne,male,1
12,16,Plaine,femelle,2
11,12,Montagne,male,1
12,13,Foret,femelle,2
6,10,Montagne,femelle,2
30,42,Desert,femelle,2
12,15,Desert,femelle,1
11,16,Plaine,male,2
21,29,Foret,male,2
29,44,Desert,male,2
29,57,Grotte,male,2
30,36,Marecage,male,2
4,6,Desert,male,0
17,21,Plaine,male,2
1,1,Plaine,male,1
14,14,Montagne,male,1
22,23,Marecage,femelle,2
1,1,Grotte,femelle,1
15,25,Plaine,femelle,2
11,19,Marecage,femelle,2
11,11,Desert,male,1
9,14,Grotte,male,1
10,11,Grotte,femelle,1
9,11,Desert,femelle,1
1,1,Plaine,male,1
24,39,Plaine,male,2
13,21,Montagne,femelle,2
17,24,Marecage,femelle,2
17,23,Marecage,male,1
6,7,Grotte,femelle,1
28,53,Marecage,male,2
1,1,Foret,male,1
30,47,Marecage,femelle,3
7,12,Marecage,male,1
17,26,Foret,male,2
18,19,Montagne,male,2
3,4,Plaine,femelle,2
3,5,Desert,male,0
22,28,Desert,femelle,2
20,28,Marecage,femelle,2
14,15,Plaine,male,2
20,31,Montagne,femelle,2
23,36,Montagne,male,2
22,38,Marecage,male,2
27,28,Desert,male,2
11,14,Marecage,male,1
26,47,Plaine,male,3
15,15,Foret,male,2
15,21,Foret,femelle,2
10,16,Plaine,male,2
18,32,Desert,femelle,2
4,5,Plaine,femelle,2
30,47,Montagne,femelle,3
28,39,Grotte,male,2
16,25,Montagne,femelle,2
13,17,Marecage,male,1
27,36,Marecage,male,2
24,33,Marecage,femelle,2
12,12,Foret,femelle,2
9,13,Montagne,male,1
28,54,Montagne,male,3
20,25,Marecage,male,2
12,15,Montagne,femelle,2
11,21,Foret,femelle,2
29,43,Plaine,male,3
13,25,Plaine,male,2
21,27,Montagne,femelle,2
26,32,Desert,male,2
2,3,Foret,femelle,1
24,39,Marecage,male,2
16,18,Plaine,femelle,2
11,19,Foret,male,2
23,23,Desert,femelle,2
16,30,Plaine,femelle,3
20,27,Marecage,femelle,2
20,20,Foret,femelle,2
5,7,Grotte,femelle,1
20,22,Montagne,femelle,2
27,34,Grotte,male,2
28,40,Foret,femelle,3
29,44,Desert,femelle,2
14,18,Desert,male,1
16,25,Plaine,male,2
1,1,Desert,femelle,1
29,42,Foret,femelle,3
26,42,Marecage,femelle,3
22,41,Foret,male,2
19,21,Grotte,male,1
23,41,Foret,femelle,3
14,16,Desert,femelle,1
29,43,Montagne,femelle,3
22,40,Montagne,male,2
11,12,Desert,male,1
19,21,Foret,male,2
19,23,Foret,femelle,2
13,16,Desert,femelle,1
25,43,Grotte,femelle,2
18,33,Grotte,male,1
21,34,Foret,male,2
30,50,Foret,male,3
27,48,Plaine,femelle,3
20,25,Desert,male,1
5,9,Desert,femelle,1
20,22,Plaine,femelle,3
8,14,Montagne,male,1
22,41,Foret,femelle,3
20,26,Foret,femelle,2
4,7,Desert,femelle,1
16,22,Grotte,male,1
8,8,Plaine,male,1
15,26,Plaine,male,2
7,12,Desert,male,1
25,41,Montagne,femelle,3
2,2,Grotte,male,0
26,51,Grotte,male,2
25,41,Grotte,femelle,2
11,16,Montagne,femelle,2
1,1,Plaine,femelle,2
10,14,Marecage,femelle,2
6,7,Montagne,femelle,1
6,10,Marecage,femelle,1
18,32,Grotte,male,1
27,46,Desert,male,2
1,1,Montagne,male,1
1,1,Plaine,male,1
13,19,Grotte,male,1
30,53,Montagne,femelle,3
14,21,Foret,male,2
24,47,Montagne,femelle,3
21,27,Plaine,femelle,3
3,3,Montagne,male,1
27,45,Marecage,male,2
8,13,Montagne,femelle,2
17,29,Marecage,male,2
6,7,Montagne,femelle,1
17,24,Foret,male,2
19,20,Grotte,male,1
11,13,Desert,femelle,1
29,47,Montagne,male,2
25,28,Grotte,femelle,2
7,10,Montagne,male,1
3,5,Montagne,male,1
12,22,Foret,femelle,2
17,21,Desert,male,1
22,23,Desert,male,1
1,1,Montagne,male,1
1,1,Marecage,femelle,1
20,31,Desert,male,1
11,19,Grotte,femelle,2
5,5,Desert,femelle,1
28,38,Marecage,male,2
2,2,Grotte,male,0
28,52,Foret,male,3
27,44,Grotte,femelle,2
4,7,Marecage,femelle,1
12,19,Desert,male,1
2,3,Grotte,male,0
1,1,Montagne,femelle,1
12,22,Foret,femelle,2
12,21,Grotte,femelle,2
12,23,Marecage,male,1
9,9,Desert,male,1
19,33,Montagne,femelle,2
28,55,Foret,male,3
11,18,Desert,male,1
11,17,Desert,male,1
17,20,Montagne,male,2
17,18,Marecage,male,1
16,16,Grotte,male,1
1,1,Foret,male,1
13,17,Desert,femelle,1
1,1,Desert,femelle,1
29,53,Grotte,male,2
1,1,Foret,femelle,1
6,10,Desert,male,1
16,18,Foret,male,2
26,36,Desert,male,2
26,48,Foret,femelle,3
18,21,Desert,male,1
22,25,Grotte,femelle,2
3,3,Desert,femelle,1
13,22,Montagne,femelle,2
20,24,Grotte,male,1
8,13,Marecage,male,1
18,33,Montagne,femelle,2
28,46,Grotte,male,2
9,16,Grotte,femelle,1
21,40,Foret,femelle,3
11,13,Marecage,male,1
16,26,Grotte,male,1
6,8,Foret,femelle,2
27,43,Montagne,femelle,3
5,5,Plaine,male,1
23,25,Montagne,male,2
18,23,Plaine,femelle,2
25,25,Plaine,femelle,3
9,13,Marecage,male,1
3,5,Desert,male,0
7,11,Marecage,male,1
10,15,Desert,male,1
5,8,Grotte,male,1
4,6,Marecage,male,1
15,18,Montagne,male,1
24,27,Plaine,femelle,3
2,2,Desert,male,0
1,1,Plaine,femelle,2
7,12,Plaine,male,1
15,25,Montagne,male,2
29,46,Desert,male,2
25,31,Montagne,male,2
5,9,Desert,male,0
14,17,Marecage,male,1
16,26,Desert,femelle,2
19,31,Desert,male,1
9,16,Marecage,femelle,2
1,1,Grotte,male,0
19,31,Marecage,male,2
22,28,Plaine,femelle,3
16,22,Desert,femelle,2
12,23,Montagne,femelle,2
9,13,Foret,femelle,2
19,31,Marecage,femelle,2
16,28,Desert,femelle,2
19,19,Foret,femelle,2
1,1,Plaine,femelle,2
18,30,Desert,male,1
19,22,Montagne,femelle,2
14,14,Foret,femelle,2
19,33,Desert,male,1
17,29,Desert,femelle,2
21,21,Montagne,femelle,2
27,29,Foret,male,2
25,37,Plaine,male,2
10,13,Foret,femelle,2
4,4,Foret,male,1
5,8,Plaine,male,1
19,34,Grotte,male,2
29,40,Desert,femelle,2
5,7,Montagne,male,1
30,51,Foret,femelle,3
18,26,Marecage,femelle,2
14,15,Montagne,femelle,2
4,4,Marecage,male,1
30,49,Montagne,femelle,3
16,23,Foret,femelle,2
15,21,Plaine,femelle,2
2,2,Foret,femelle,1
18,35,Foret,femelle,3
2,3,Desert,male,0
4,5,Desert,femelle,1
18,27,Plaine,male,2
12,21,Foret,male,2
23,28,Desert,male,1
25,49,Montagne,femelle,3
25,37,Desert,male,2
23,36,Plaine,femelle,3
2,3,Plaine,male,1
20,32,Montagne,male,2
10,10,Montagne,male,1
6,9,Plaine,male,1
15,24,Grotte,male,1
25,41,Grotte,male,2
27,36,Desert,male,2
17,21,Foret,femelle,2
24,34,Desert,femelle,2
11,18,Grotte,male,1
11,20,Marecage,male,1
10,11,Plaine,male,2
13,16,Marecage,femelle,2
27,53,Marecage,male,2
6,6,Grotte,femelle,1
26,51,Desert,femelle,2
24,46,Grotte,male,2
5,7,Montagne,male,1
20,39,Montagne,femelle,2
16,25,Grotte,femelle,2
21,28,Montagne,femelle,2
27,44,Montagne,femelle,3
2,2,Foret,femelle,1
10,17,Marecage,femelle,2
26,35,Marecage,femelle,2
13,19,Grotte,femelle,2
11,15,Plaine,male,2
5,6,Desert,male,0
13,14,Montagne,femelle,2
2,2,Desert,femelle,1
13,17,Desert,femelle,1
2,3,Desert,male,0
9,16,Marecage,male,1
27,42,Foret,femelle,3
3,4,Plaine,male,1
22,43,Desert,femelle,2
3,4,Plaine,femelle,2
27,36,Marecage,femelle,3
23,44,Grotte,femelle,2
11,16,Marecage,femelle,2
6,8,Montagne,femelle,2
21,34,Plaine,femelle,3
19,34,Montagne,male,2
17,20,Foret,male,2
17,24,Foret,male,2
24,45,Marecage,femelle,3
23,34,Marecage,male,2
15,16,Montagne,male,1
1,1,Plaine,femelle,2
5,7,Grotte,femelle,1
9,17,Foret,femelle,2
28,53,Desert,femelle,2
7,10,Foret,femelle,2
5,7,Montagne,femelle,1
13,18,Plaine,femelle,2
24,38,Desert,femelle,2
20,38,Desert,male,1
2,2,Marecage,male,1
14,16,Marecage,male,1
16,27,Foret,male,2
7,9,Montagne,male,1
11,17,Plaine,male,2
15,20,Montagne,femelle,2
8,13,Marecage,male,1
4,6,Grotte,male,1
12,17,Plaine,femelle,2
28,38,Marecage,male,2
15,21,Foret,femelle,2
7,8,Desert,male,1
25,48,Montagne,male,2
16,31,Grotte,male,1
6,8,Grotte,femelle,1
19,25,Plaine,male,2
1,1,Foret,male,1
12,15,Foret,male,1
19,34,Marecage,femelle,2
1,1,Plaine,femelle,2
26,37,Plaine,femelle,3
11,20,Foret,male,2
15,29,Grotte,femelle,2
2,2,Marecage,male,1
5,8,Montagne,femelle,1
6,6,Grotte,femelle,1
21,33,Desert,male,1
9,17,Montagne,femelle,2
12,13,Marecage,male,1
1,1,Desert,male,0
28,44,Foret,male,3
9,9,Desert,femelle,1
26,28,Desert,male,2
3,3,Montagne,male,1
30,53,Marecage,femelle,3
21,41,Montagne,male,2
21,29,Montagne,femelle,2
9,9,Plaine,male,1
12,13,Montagne,femelle,2
3,5,Montagne,male,1
29,47,Grotte,male,2
28,53,Grotte,femelle,3
20,28,Foret,male,2
28,36,Montagne,femelle,3
29,56,Marecage,male,2
26,32,Montagne,male,2
18,31,Marecage,male,2
26,45,Desert,femelle,2
25,28,Grotte,femelle,2
14,15,Grotte,femelle,2
28,37,Plaine,femelle,3
10,10,Foret,male,1
7,13,Montagne,male,1
18,34,Foret,femelle,3
13,24,Plaine,male,2
28,36,Marecage,male,2
6,10,Desert,male,1
13,13,Plaine,femelle,2
30,55,Plaine,male,3
3,5,Plaine,male,1
26,39,Montagne,femelle,3
1,1,Marecage,male,1
26,49,Montagne,male,2
15,27,Marecage,male,1
29,52,Plaine,femelle,3
2,3,Desert,male,0
11,18,Foret,femelle,2
29,57,Grotte,male,2
20,30,Plaine,femelle,3
25,30,Marecage,male,2
3,4,Grotte,femelle,1
5,9,Desert,male,0
9,10,Montagne,femelle,2
29,41,Marecage,femelle,3
22,37,Plaine,femelle,3
20,32,Foret,male,2
8,14,Montagne,femelle,2
2,3,Plaine,femelle,2
23,27,Montagne,male,2
27,30,Marecage,male,2
20,23,Desert,femelle,2
17,23,Marecage,male,1
27,50,Desert,femelle,2
29,34,Plaine,femelle,3
18,19,Marecage,femelle,2
22,37,Foret,femelle,3
8,14,Grotte,male,1
21,21,Montagne,femelle,2
